filename,label,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33
ini_001.png,inicio,0.5158724188804626,0.4004358649253845,0.5258359313011169,0.3925183415412903,0.5279012322425842,0.3930359184741974,0.5305450558662415,0.3937261998653412,0.5237032175064087,0.39113497734069824,0.5242813229560852,0.39061763882637024,0.5249265432357788,0.39013227820396423,0.5572534203529358,0.40368592739105225,0.549694299697876,0.399313747882843,0.5247980356216431,0.41519755125045776,0.5203362107276917,0.4139367938041687,0.5677328705787659,0.48300623893737793,0.5585287809371948,0.4594639539718628,0.5681382417678833,0.575097382068634,0.5197125673294067,0.5188242197036743,0.5269138813018799,0.6524226665496826,0.473418653011322,0.5496837496757507
ini_002.png,inicio,0.5203152894973755,0.40172186493873596,0.5278669595718384,0.3941952586174011,0.5297881364822388,0.3945336937904358,0.5313557982444763,0.3948325514793396,0.5272750854492188,0.3926889896392822,0.5284638404846191,0.3918769955635071,0.5296427607536316,0.39111924171447754,0.5553812384605408,0.40283066034317017,0.55225670337677,0.39909452199935913,0.5271754264831543,0.4138438105583191,0.5253762602806091,0.41320866346359253,0.5717771053314209,0.4841395616531372,0.555340051651001,0.46601802110671997,0.5725022554397583,0.5803584456443787,0.5185402631759644,0.5365580916404724,0.5306212902069092,0.6596161127090454,0.47637972235679626,0.5711809396743774
ini_003.png,inicio,0.5208593606948853,0.38028964400291443,0.5311529040336609,0.37173518538475037,0.5327698588371277,0.3723335564136505,0.5342733860015869,0.3729334771633148,0.5309150815010071,0.3696915805339813,0.5324881672859192,0.36882486939430237,0.534037709236145,0.36804360151290894,0.5604327321052551,0.3832811713218689,0.5553189516067505,0.37910768389701843,0.5282309055328369,0.3964208960533142,0.527176558971405,0.3960956335067749,0.5751039385795593,0.4759621322154999,0.557941734790802,0.45231351256370544,0.5771968960762024,0.586444079875946,0.5190978646278381,0.5307663083076477,0.5321445465087891,0.6711570620536804,0.46628960967063904,0.5704405903816223
ini_005.png,inicio,0.5109515190124512,0.4085848331451416,0.5240674018859863,0.3937043845653534,0.5290166735649109,0.3935820162296295,0.534561038017273,0.3935566246509552,0.5167215466499329,0.39256083965301514,0.5163231492042542,0.39152780175209045,0.5161479115486145,0.3905610740184784,0.569675624370575,0.3993696868419647,0.5446345806121826,0.3936927318572998,0.5266156196594238,0.42720624804496765,0.5183140635490417,0.4251779615879059,0.5883762836456299,0.5001327395439148,0.5386854410171509,0.45914289355278015,0.46008679270744324,0.5662410259246826,0.41251039505004883,0.4761975407600403,0.33237171173095703,0.5412535667419434,0.29019248485565186,0.4591250419616699
ini_006.png,inicio,0.5135759115219116,0.3871442377567291,0.5291858315467834,0.37180474400520325,0.5336301326751709,0.37228068709373474,0.5393764972686768,0.3729165196418762,0.5238662362098694,0.3698166310787201,0.5244951844215393,0.3688417673110962,0.5252834558486938,0.3678726553916931,0.571762204170227,0.380887508392334,0.5500102043151855,0.3723227381706238,0.5278822183609009,0.40749457478523254,0.5198590755462646,0.40415793657302856,0.5885158777236938,0.48843660950660706,0.542668879032135,0.44141092896461487,0.5168405771255493,0.6046035289764404,0.4143202304840088,0.4560587704181671,0.36595457792282104,0.6441046595573425,0.29134058952331543,0.43687644600868225
ini_007.png,inicio,0.6096360683441162,0.38310155272483826,0.6366590857505798,0.3656180500984192,0.6490004658699036,0.36637619137763977,0.6624081134796143,0.3673400580883026,0.6109324097633362,0.3651899993419647,0.6051369905471802,0.3650360703468323,0.6000940799713135,0.3649083077907562,0.6830391883850098,0.37525153160095215,0.6109005212783813,0.3700442314147949,0.6317935585975647,0.40487074851989746,0.6035635471343994,0.39995381236076355,0.6849746108055115,0.4575080871582031,0.6022753715515137,0.43514350056648254,0.6373961567878723,0.5594268441200256,0.48785650730133057,0.4507714509963989,0.5105466842651367,0.611562967300415,0.37678366899490356,0.4382023811340332
ini_008.png,inicio,0.5912725925445557,0.3272433876991272,0.6052867770195007,0.3141847848892212,0.609225869178772,0.31465643644332886,0.6133599281311035,0.31536343693733215,0.5984509587287903,0.31398192048072815,0.5992099642753601,0.3142208755016327,0.6000382304191589,0.3143937289714813,0.6355409026145935,0.33359766006469727,0.6189678311347961,0.3244704008102417,0.6010302901268005,0.3472133278846741,0.5974997878074646,0.3478255271911621,0.6462306380271912,0.42596226930618286,0.5995241403579712,0.4009445011615753,0.5866526365280151,0.5375034213066101,0.4833856523036957,0.40338099002838135,0.4612410068511963,0.5823227763175964,0.363880455493927,0.38278937339782715
ini_009.png,inicio,0.5781260132789612,0.3579370975494385,0.6017205119132996,0.3414752781391144,0.6122564077377319,0.3414919376373291,0.6225395202636719,0.3416375517845154,0.581862211227417,0.34066951274871826,0.5777353644371033,0.34002557396888733,0.5739414095878601,0.33934280276298523,0.6517500281333923,0.35021212697029114,0.5939589142799377,0.34584662318229675,0.5967100858688354,0.37974515557289124,0.5767879486083984,0.3764365613460541,0.6576980352401733,0.446613609790802,0.5923877358436584,0.4159467816352844,0.6022306084632874,0.5614227652549744,0.46173062920570374,0.4298422038555145,0.455002099275589,0.6032902002334595,0.3406619131565094,0.4130931496620178
ini_010.png,inicio,0.5446684956550598,0.31367361545562744,0.5656944513320923,0.29718559980392456,0.5726887583732605,0.29782912135124207,0.5817070603370667,0.29891106486320496,0.5558182001113892,0.29618677496910095,0.5550351142883301,0.2957419157028198,0.5546998381614685,0.2953028678894043,0.6149181127548218,0.30987533926963806,0.581000030040741,0.30276381969451904,0.5592226982116699,0.3353508412837982,0.5465247631072998,0.33190956711769104,0.6233001947402954,0.4067975580692291,0.564038097858429,0.37139201164245605,0.5616114139556885,0.5166091322898865,0.43667492270469666,0.38689374923706055,0.4255576431751251,0.5587458610534668,0.3181212544441223,0.3729107081890106
ini_011.png,inicio,0.6514059901237488,0.3686208128929138,0.6773229241371155,0.3527441918849945,0.6837935447692871,0.35425370931625366,0.6900286674499512,0.356173574924469,0.6637262105941772,0.34945377707481384,0.6618240475654602,0.34864091873168945,0.6598723530769348,0.34809643030166626,0.7142593860626221,0.36873865127563477,0.6642538905143738,0.3556099236011505,0.6611962914466858,0.3904412090778351,0.6458312273025513,0.3860343098640442,0.6979765892028809,0.4690920412540436,0.6422746181488037,0.410234659910202,0.6390975713729858,0.5841609835624695,0.5049589276313782,0.42549222707748413,0.49194151163101196,0.6253392100334167,0.37202176451683044,0.4134998321533203
ini_012.png,inicio,0.6500599384307861,0.3626544177532196,0.6771137714385986,0.34853395819664,0.6843942403793335,0.3503257930278778,0.6912286281585693,0.3524833619594574,0.6615892052650452,0.34492573142051697,0.6593878269195557,0.3437597453594208,0.6570881605148315,0.3427993357181549,0.7020716071128845,0.3642455041408539,0.6633109450340271,0.3475731611251831,0.66229248046875,0.3849535286426544,0.6441277861595154,0.3787843585014343,0.7089704871177673,0.4612288475036621,0.6482563614845276,0.40594595670700073,0.6777027249336243,0.5559208393096924,0.514630913734436,0.4216519892215729,0.5725767612457275,0.6181338429450989,0.371152400970459,0.40847477316856384
ini_013.png,inicio,0.5648308396339417,0.35874423384666443,0.5906968116760254,0.34306374192237854,0.6008692383766174,0.34439751505851746,0.6094167828559875,0.34597548842430115,0.5737367272377014,0.3420327305793762,0.5709070563316345,0.3418072462081909,0.5683087706565857,0.3415512144565582,0.6343834400177002,0.3610534965991974,0.5770272612571716,0.3490767776966095,0.582278847694397,0.3833102285861969,0.5610225200653076,0.3788861334323883,0.6245843172073364,0.45310336351394653,0.5553322434425354,0.4169609248638153,0.5619402527809143,0.5581997036933899,0.42893683910369873,0.42320847511291504,0.42792946100234985,0.6077898144721985,0.3059818744659424,0.39701348543167114
